Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,City,Product_Category,Product_Name,Quantity,Unit_Price,Discount (%),Payment_Mode,Channel,Delivery_Days,Return_Status,Rating,Total_Sales,Cost_Price,Profit
O-1031,2025-05-31,C-159,Sneha,Female,Bangalore,Home,Earbuds,2,4139,20,Debit Card,Website,1,Yes,5,6622.400000000001,5510.00202261579,1112.3979773842102
O-1032,2024-01-31,C-219,Keerthi,Male,Mumbai,Sports,Smartwatch,5,2290,20,Debit Card,Website,3,Yes,5,9160.0,6214.57252421194,2945.4274757880603
O-1033,2025-02-11,C-222,Ravi,Female,Hyderabad,Electronics,Smartwatch,4,1084,10,Credit Card,Website,6,Yes,5,3902.4,2844.669868489779,1057.7301315102209
O-1034,2024-11-26,C-152,Ananya,Female,Chennai,Beauty,Novel,3,302,20,Debit Card,Amazon,7,No,4,724.8000000000001,483.70657481265044,241.09342518734962
O-1035,2024-12-16,C-294,Sneha,Female,Chennai,Fashion,Mixer,1,2165,10,Net Banking,Website,4,Yes,2,1948.5,1384.0756374829211,564.4243625170789
O-1036,2024-02-18,C-285,Keerthi,Male,Delhi,Beauty,Monitor,2,3134,15,COD,Amazon,6,Yes,4,5327.8,4624.68346797242,703.1165320275804
O-1037,2024-01-01,C-270,Keerthi,Male,Delhi,Fashion,Shoes,5,4492,5,Credit Card,Website,3,No,2,21337.0,15657.21922269793,5679.78077730207
O-1038,2025-08-05,C-236,Keerthi,Male,Kolkata,Home,Mixer,2,374,10,UPI,Flipkart,4,Yes,1,673.2,514.8198767743233,158.3801232256767
O-1039,2025-03-21,C-47,Arun,Female,Chennai,Home,Tennis Racket,1,4509,0,Debit Card,Instagram,3,No,2,4509.0,4010.090843612186,498.90915638781416
O-1040,2025-09-28,C-144,Arun,Female,Chennai,Fashion,Novel,2,4464,15,COD,Amazon,2,Yes,4,7588.8,5334.812896360227,2253.9871036397735
O-1041,2024-01-16,C-227,Vikram,Female,Delhi,Electronics,Smartwatch,5,4736,0,Net Banking,Amazon,3,Yes,2,23680.0,21207.52711346357,2472.4728865364305
O-1042,2024-01-27,C-95,Ravi,Female,Chennai,Books,T-shirt,5,3209,20,COD,Website,5,Yes,4,12836.0,7984.581113214602,4851.418886785398
O-1043,2024-03-31,C-241,Vikram,Female,Delhi,Fashion,Mixer,2,2465,15,Debit Card,Flipkart,6,No,3,4190.5,2933.4218106549433,1257.0781893450567
O-1044,2024-01-17,C-158,Deepa,Male,Chennai,Sports,Novel,5,1779,0,Debit Card,Flipkart,4,No,4,8895.0,5501.691195166479,3393.308804833521
O-1045,2025-04-21,C-92,Arun,Male,Kolkata,Sports,Novel,2,4561,10,Debit Card,Mobile App,1,No,2,8209.800000000001,5913.957414443404,2295.8425855565974
O-1046,2025-04-23,C-178,Kumar,Female,Mumbai,Beauty,Lipstick,5,4419,0,Credit Card,Amazon,5,Yes,3,22095.0,15200.90694636355,6894.09305363645
O-1047,2024-10-10,C-165,Deepa,Male,Bangalore,Home,Monitor,3,256,20,COD,Amazon,3,Yes,2,614.4000000000001,430.7930387038578,183.6069612961423
O-1048,2024-09-21,C-211,Rahul,Male,Kolkata,Fashion,Tennis Racket,1,2029,20,Credit Card,Website,7,Yes,4,1623.2,1142.9790620565866,480.22093794341345
O-1049,2024-12-02,C-282,Ananya,Male,Hyderabad,Fashion,T-shirt,5,1599,20,UPI,Amazon,1,No,1,6396.0,4151.7407765605885,2244.2592234394115
O-1050,2024-11-02,C-125,Rahul,Male,Hyderabad,Fashion,Tennis Racket,2,3384,5,Credit Card,Amazon,7,Yes,1,6429.599999999999,4742.383606075093,1687.2163939249067
O-1051,2024-02-22,C-53,Ravi,Female,Mumbai,Books,Shoes,4,2899,5,UPI,Flipkart,2,Yes,1,11016.199999999999,7268.844981621448,3747.355018378551
O-1052,2025-08-13,C-180,Arun,Female,Delhi,Books,Tennis Racket,4,928,0,Debit Card,Website,3,No,2,3712.0,3112.2594540622904,599.7405459377096
O-1053,2024-03-26,C-86,Ananya,Female,Hyderabad,Fashion,Smartwatch,5,1649,15,Net Banking,Amazon,3,No,1,7008.25,4267.518037355093,2740.731962644907
O-1054,2025-05-22,C-20,Kumar,Male,Kolkata,Fashion,Smartwatch,2,4034,20,COD,Website,2,Yes,2,6454.400000000001,5098.003084227378,1356.3969157726224
O-1055,2025-09-08,C-31,Priya,Male,Mumbai,Home,Lipstick,5,2864,20,COD,Instagram,4,No,5,11456.0,8167.400194342539,3288.599805657461
O-1056,2025-03-16,C-216,Ananya,Male,Kolkata,Sports,Lipstick,2,3615,10,Debit Card,Instagram,5,Yes,2,6507.0,4633.30964617637,1873.6903538236302
O-1057,2024-05-31,C-165,Ravi,Female,Chennai,Sports,Lipstick,5,1621,0,Debit Card,Website,3,Yes,5,8105.0,5723.8749940957,2381.1250059043005
O-1058,2024-07-09,C-269,Priya,Female,Bangalore,Fashion,Tennis Racket,1,1486,10,COD,Flipkart,4,Yes,4,1337.4,1076.751503393412,260.6484966065882
O-1059,2024-10-29,C-105,Ananya,Male,Kolkata,Sports,Mixer,4,2507,20,Debit Card,Instagram,2,No,3,8022.400000000001,5567.487752874894,2454.9122471251067
O-1060,2025-05-05,C-66,Sneha,Female,Chennai,Books,Lipstick,3,3713,15,Debit Card,Amazon,6,Yes,3,9468.15,7674.274019028012,1793.8759809719877
O-1061,2024-10-02,C-58,Deepa,Male,Mumbai,Fashion,Tennis Racket,4,606,10,UPI,Amazon,3,No,3,2181.6,1508.3252447935188,673.2747552064811
O-1062,2025-08-23,C-231,Arun,Female,Kolkata,Home,Earbuds,1,4903,5,Net Banking,Mobile App,5,No,4,4657.849999999999,3315.2417021576,1342.6082978423997
O-1063,2024-10-29,C-148,Vikram,Female,Kolkata,Beauty,Earbuds,4,3734,5,UPI,Flipkart,6,Yes,3,14189.199999999999,8866.08018862456,5323.119811375438
O-1064,2025-02-19,C-183,Sneha,Female,Chennai,Beauty,T-shirt,1,1554,10,UPI,Mobile App,5,No,1,1398.6000000000001,1226.942698067658,171.65730193234208
O-1065,2025-09-30,C-284,Kumar,Female,Hyderabad,Home,Novel,3,1497,10,Net Banking,Flipkart,4,No,3,4041.9,2848.548253618899,1193.3517463811013
O-1066,2024-04-25,C-193,Sneha,Male,Bangalore,Fashion,Novel,2,1591,10,Credit Card,Amazon,3,Yes,1,2863.8,2225.8040991536827,637.9959008463175
O-1067,2025-04-29,C-262,Deepa,Male,Chennai,Fashion,Novel,1,259,0,Debit Card,Website,2,No,1,259.0,207.77512643501194,51.22487356498806
O-1068,2024-03-11,C-153,Kumar,Female,Kolkata,Sports,Monitor,4,1606,10,Credit Card,Flipkart,7,Yes,4,5781.6,3478.3505856051693,2303.249414394831
O-1069,2024-05-24,C-37,Keerthi,Male,Mumbai,Sports,Mixer,3,1942,10,Debit Card,Instagram,2,Yes,1,5243.400000000001,4600.555002022447,642.8449979775532
O-1070,2024-05-31,C-35,Ananya,Female,Delhi,Beauty,Smartwatch,4,3691,10,COD,Amazon,7,Yes,4,13287.6,8328.437873414492,4959.162126585508
O-1071,2024-11-14,C-221,Vikram,Male,Delhi,Fashion,Mixer,4,1772,15,UPI,Instagram,4,Yes,2,6024.8,3908.0488903125834,2116.751109687417
O-1072,2024-12-26,C-39,Keerthi,Female,Chennai,Beauty,Novel,3,2019,5,Net Banking,Mobile App,7,Yes,4,5754.15,4766.88023469382,987.2697653061796
O-1073,2025-07-16,C-144,Vikram,Female,Kolkata,Electronics,Monitor,4,4882,10,UPI,Flipkart,4,No,2,17575.2,12575.379696668477,4999.820303331524
O-1074,2025-09-21,C-12,Ravi,Female,Hyderabad,Books,Smartwatch,3,2263,20,COD,Amazon,6,No,1,5431.200000000001,3848.262519626151,1582.9374803738497
O-1075,2025-09-17,C-240,Vikram,Male,Kolkata,Books,Lipstick,3,4080,20,UPI,Instagram,4,No,3,9792.0,8791.938042762451,1000.061957237549
O-1076,2025-06-26,C-108,Ananya,Male,Delhi,Sports,Smartwatch,3,3861,0,Credit Card,Amazon,2,No,1,11583.0,10191.721286329315,1391.2787136706847
O-1077,2025-07-17,C-277,Vikram,Female,Mumbai,Fashion,Smartwatch,3,3315,20,UPI,Website,3,No,4,7956.0,6889.5669732240085,1066.4330267759915
O-1078,2024-07-22,C-277,Arun,Female,Hyderabad,Fashion,T-shirt,1,4293,15,Credit Card,Website,1,No,5,3649.0499999999997,2313.885943111061,1335.1640568889388
O-1079,2025-06-18,C-23,Kumar,Male,Kolkata,Electronics,T-shirt,2,1627,0,UPI,Amazon,1,Yes,5,3254.0,2524.6436090833213,729.3563909166787
O-1080,2024-05-12,C-54,Ananya,Female,Bangalore,Books,Smartwatch,3,517,15,UPI,Website,4,No,3,1318.35,873.2895787859231,445.06042121407677
O-1081,2025-07-27,C-277,Rahul,Female,Bangalore,Beauty,Bag,3,4398,15,Debit Card,Amazon,6,No,1,11214.9,7302.655736520223,3912.2442634797762
O-1082,2024-08-24,C-123,Priya,Female,Bangalore,Home,Bag,5,993,0,UPI,Amazon,6,No,1,4965.0,3759.6680891910205,1205.3319108089795
O-1083,2024-01-13,C-26,Ananya,Male,Hyderabad,Fashion,Lipstick,4,1414,10,Debit Card,Amazon,2,No,3,5090.400000000001,3257.0839378544824,1833.3160621455181
O-1084,2024-11-11,C-193,Rahul,Female,Chennai,Fashion,T-shirt,1,308,5,Credit Card,Amazon,5,No,4,292.59999999999997,248.5360343706999,44.06396562930007
O-1085,2024-10-13,C-193,Kumar,Female,Delhi,Electronics,T-shirt,3,605,5,Debit Card,Flipkart,3,Yes,1,1724.25,1541.358519025468,182.891480974532
O-1086,2024-01-16,C-213,Priya,Female,Chennai,Sports,Novel,2,2501,0,COD,Mobile App,3,Yes,2,5002.0,3106.8590009676423,1895.1409990323577
O-1087,2025-01-11,C-256,Ravi,Male,Delhi,Beauty,Smartwatch,4,4810,15,Debit Card,Website,2,No,5,16354.0,14712.436792387423,1641.5632076125767
O-1088,2024-04-05,C-27,Ananya,Female,Mumbai,Books,Mixer,1,2215,20,COD,Instagram,4,No,2,1772.0,1171.028956071848,600.9710439281521
O-1089,2024-06-06,C-14,Priya,Male,Delhi,Beauty,Bag,3,1138,10,Net Banking,Flipkart,5,Yes,2,3072.6,2230.6326767000473,841.9673232999526
O-1090,2025-09-03,C-45,Arun,Male,Chennai,Home,Shoes,4,2625,10,Debit Card,Instagram,7,No,5,9450.0,5784.079254967355,3665.920745032645
O-1091,2025-03-15,C-79,Kumar,Male,Kolkata,Sports,Earbuds,4,2261,10,UPI,Website,3,No,3,8139.6,5968.409391857546,2171.190608142454
O-1092,2025-04-29,C-100,Keerthi,Female,Chennai,Fashion,Smartwatch,4,1131,10,Net Banking,Amazon,4,No,5,4071.6,3548.704130832407,522.895869167593
O-1093,2024-08-04,C-34,Arun,Male,Delhi,Beauty,Earbuds,4,293,20,Net Banking,Instagram,3,Yes,4,937.6,618.2302972549868,319.3697027450132
O-1094,2024-12-31,C-255,Vikram,Female,Bangalore,Fashion,Bag,4,1247,15,Credit Card,Flipkart,4,No,1,4239.8,2768.297889715655,1471.5021102843452
O-1095,2025-01-20,C-56,Sneha,Female,Mumbai,Books,Tennis Racket,2,1083,5,COD,Flipkart,6,Yes,3,2057.7,1459.4724362814038,598.227563718596
O-1096,2025-06-13,C-185,Arun,Female,Delhi,Fashion,Tennis Racket,2,1530,15,Debit Card,Amazon,5,No,5,2601.0,1915.1658648171388,685.8341351828612
O-1097,2024-10-27,C-276,Arun,Male,Bangalore,Books,Earbuds,1,3207,5,Debit Card,Mobile App,4,No,4,3046.6499999999996,1952.1580705185165,1094.491929481483
O-1098,2025-03-22,C-116,Arun,Male,Bangalore,Sports,Tennis Racket,4,1663,10,Net Banking,Instagram,6,No,5,5986.8,4664.000936061686,1322.7990639383142
O-1099,2024-10-09,C-230,Rahul,Female,Chennai,Books,Monitor,4,3809,20,Debit Card,Instagram,7,Yes,5,12188.800000000001,8678.547836324464,3510.2521636755373
O-1100,2024-05-09,C-38,Ananya,Male,Delhi,Electronics,Bag,3,4946,0,Debit Card,Instagram,2,No,3,14838.0,10240.107518765428,4597.892481234572
O-1101,2024-08-22,C-244,Vikram,Male,Mumbai,Fashion,Earbuds,4,3884,0,UPI,Flipkart,5,Yes,2,15536.0,10202.71722250658,5333.282777493419
O-1102,2025-06-25,C-103,Ananya,Male,Chennai,Books,Shoes,1,3171,5,Net Banking,Mobile App,1,Yes,4,3012.45,2650.6926102188354,361.7573897811644
O-1103,2025-06-07,C-53,Sneha,Male,Kolkata,Home,Novel,5,546,5,COD,Flipkart,2,No,4,2593.5,1968.117102167218,625.382897832782
O-1104,2025-08-03,C-284,Sneha,Female,Mumbai,Fashion,Lipstick,4,2176,5,Credit Card,Flipkart,6,No,2,8268.8,6768.380975671897,1500.4190243281018
O-1105,2025-08-23,C-98,Sneha,Female,Hyderabad,Home,T-shirt,2,3542,5,Credit Card,Mobile App,6,Yes,3,6729.799999999999,5086.545531618704,1643.2544683812948
O-1106,2024-11-01,C-172,Priya,Female,Delhi,Beauty,Earbuds,3,1596,15,UPI,Flipkart,5,Yes,1,4069.7999999999997,3081.7903937996707,988.009606200329
O-1107,2025-06-13,C-48,Ravi,Female,Chennai,Electronics,Tennis Racket,4,2074,10,COD,Flipkart,1,No,1,7466.400000000001,4609.520844626887,2856.8791553731135
O-1108,2024-05-27,C-153,Rahul,Female,Delhi,Books,Lipstick,4,3601,10,Debit Card,Instagram,4,Yes,3,12963.6,11515.206126364677,1448.393873635323
O-1109,2024-03-02,C-263,Kumar,Female,Bangalore,Fashion,Tennis Racket,3,1905,20,COD,Flipkart,1,No,2,4572.0,3746.487358271126,825.5126417288739
O-1110,2024-06-19,C-183,Priya,Male,Bangalore,Books,Lipstick,5,659,10,UPI,Mobile App,2,Yes,5,2965.5,1940.8902833557722,1024.6097166442278
O-1111,2024-11-03,C-163,Vikram,Female,Hyderabad,Sports,T-shirt,5,3124,0,COD,Website,5,No,3,15620.0,10628.21642543928,4991.783574560721
O-1112,2025-09-29,C-65,Kumar,Male,Bangalore,Fashion,Lipstick,3,2840,10,UPI,Flipkart,1,Yes,3,7668.0,5153.650554969942,2514.3494450300577
O-1113,2025-07-27,C-185,Arun,Female,Chennai,Sports,Monitor,4,2321,0,Net Banking,Website,5,No,1,9284.0,7655.010575105662,1628.9894248943383
O-1114,2024-11-29,C-171,Ravi,Male,Kolkata,Beauty,T-shirt,3,4105,20,Credit Card,Flipkart,7,Yes,1,9852.0,7900.065817647693,1951.9341823523073
O-1115,2024-03-28,C-48,Priya,Female,Chennai,Sports,Shoes,4,3186,5,Debit Card,Mobile App,3,No,1,12106.8,8254.27479692739,3852.5252030726097
O-1116,2025-08-19,C-26,Priya,Male,Kolkata,Books,Lipstick,2,1927,5,Credit Card,Amazon,1,Yes,4,3661.2999999999997,2469.92717944519,1191.3728205548096
O-1117,2025-07-06,C-78,Keerthi,Female,Mumbai,Fashion,Monitor,1,1528,15,COD,Website,2,Yes,2,1298.8,787.8039544609144,510.99604553908557
O-1118,2025-05-17,C-298,Arun,Male,Chennai,Fashion,Bag,5,4347,5,Net Banking,Instagram,2,No,1,20648.25,14790.222148025063,5858.027851974937
O-1119,2024-10-22,C-281,Rahul,Female,Kolkata,Beauty,Bag,2,1382,20,COD,Instagram,5,No,3,2211.2000000000003,1351.1568289065015,860.0431710934988
O-1120,2025-05-16,C-102,Rahul,Male,Delhi,Fashion,Shoes,3,1081,20,Debit Card,Amazon,5,No,2,2594.4,1840.383262076002,754.0167379239981
O-1121,2024-11-25,C-238,Ananya,Female,Bangalore,Beauty,Mixer,5,2156,0,COD,Flipkart,7,No,3,10780.0,8585.141776228847,2194.8582237711526
O-1122,2024-07-09,C-170,Deepa,Female,Delhi,Beauty,Bag,2,4659,5,Net Banking,Amazon,1,No,3,8852.1,7453.008850979615,1399.0911490203853
O-1123,2024-09-04,C-27,Deepa,Male,Delhi,Beauty,Shoes,3,4646,15,Net Banking,Amazon,6,Yes,4,11847.3,9781.560191137905,2065.739808862094
O-1124,2024-07-24,C-183,Ravi,Male,Chennai,Books,Smartwatch,2,2312,10,Credit Card,Instagram,7,No,2,4161.6,3536.450073926045,625.1499260739552
O-1125,2025-06-03,C-62,Ananya,Male,Delhi,Electronics,Monitor,5,232,20,UPI,Mobile App,4,Yes,3,928.0,809.9507794959735,118.0492205040265
O-1126,2024-02-25,C-300,Ravi,Female,Chennai,Home,Smartwatch,2,457,0,Credit Card,Mobile App,3,Yes,3,914.0,611.5961699965324,302.40383000346765
O-1127,2024-08-30,C-248,Deepa,Male,Delhi,Home,Lipstick,5,1608,15,Debit Card,Instagram,5,Yes,1,6834.0,5121.536586203134,1712.463413796866
O-1128,2025-04-07,C-180,Ravi,Female,Delhi,Books,T-shirt,3,2921,10,UPI,Mobile App,7,No,3,7886.7,6329.830207403132,1556.8697925968681
O-1129,2025-05-05,C-56,Kumar,Female,Chennai,Books,Smartwatch,3,2273,5,Credit Card,Mobile App,4,No,2,6478.049999999999,5673.920378533814,804.1296214661852
O-1130,2025-04-02,C-91,Kumar,Male,Mumbai,Books,Earbuds,1,1761,10,UPI,Website,5,No,2,1584.9,1408.2025051159033,176.69749488409684
O-1131,2024-10-01,C-19,Rahul,Male,Chennai,Fashion,Earbuds,1,2142,20,Debit Card,Instagram,6,No,1,1713.6000000000001,1243.5779231812103,470.02207681878986
O-1132,2024-11-28,C-123,Kumar,Female,Chennai,Books,Tennis Racket,2,3634,20,Debit Card,Flipkart,5,No,2,5814.400000000001,5192.113111458931,622.2868885410699
O-1133,2025-06-28,C-6,Ananya,Male,Hyderabad,Fashion,Novel,4,331,10,UPI,Instagram,4,No,5,1191.6000000000001,1042.5016893682944,149.09831063170577
O-1134,2024-10-14,C-247,Deepa,Female,Delhi,Sports,Novel,2,2001,10,Net Banking,Website,6,Yes,4,3601.8,2785.8966501237633,815.9033498762369
O-1135,2025-07-24,C-218,Vikram,Female,Bangalore,Electronics,Tennis Racket,1,4492,5,Debit Card,Amazon,4,No,5,4267.4,2687.8297851962084,1579.5702148037913
O-1136,2025-02-09,C-212,Ananya,Female,Mumbai,Home,Monitor,3,4812,5,Net Banking,Amazon,3,No,5,13714.199999999999,11447.926385231056,2266.273614768943
O-1137,2024-02-24,C-28,Sneha,Female,Delhi,Electronics,T-shirt,4,370,15,COD,Mobile App,2,Yes,5,1258.0,1040.7208818129195,217.27911818708048
O-1138,2024-01-12,C-32,Ananya,Male,Bangalore,Fashion,Earbuds,1,4932,15,UPI,Amazon,7,No,4,4192.2,2561.8334307095074,1630.3665692904924
O-1139,2024-03-22,C-198,Kumar,Female,Bangalore,Books,Mixer,5,4852,10,COD,Flipkart,6,Yes,4,21834.0,19626.535711722412,2207.464288277588
O-1140,2025-09-15,C-177,Arun,Male,Hyderabad,Books,Lipstick,1,1300,5,Credit Card,Flipkart,2,No,4,1235.0,744.2166985213183,490.78330147868166
O-1141,2025-02-21,C-62,Deepa,Female,Hyderabad,Home,Tennis Racket,5,436,0,COD,Flipkart,7,No,4,2180.0,1951.8871446575156,228.1128553424844
O-1142,2025-01-11,C-21,Keerthi,Female,Mumbai,Sports,Earbuds,2,348,20,COD,Instagram,3,No,5,556.8000000000001,442.7305050071269,114.06949499287316
O-1143,2024-06-05,C-150,Deepa,Male,Delhi,Sports,Monitor,3,3024,0,Credit Card,Website,7,Yes,1,9072.0,5961.191717523171,3110.808282476829
O-1144,2025-09-19,C-122,Arun,Female,Kolkata,Books,Mixer,4,4596,10,Debit Card,Website,1,Yes,1,16545.600000000002,12354.143733804896,4191.456266195106
O-1145,2025-08-26,C-96,Priya,Female,Hyderabad,Beauty,Earbuds,5,1413,5,Credit Card,Instagram,2,Yes,1,6711.75,5768.476619902933,943.2733800970673
O-1146,2024-07-18,C-188,Sneha,Female,Chennai,Sports,Novel,1,2909,5,UPI,Instagram,1,Yes,5,2763.5499999999997,1908.3266547353999,855.2233452645999
O-1147,2025-07-06,C-73,Rahul,Female,Kolkata,Beauty,Earbuds,3,3320,15,Credit Card,Mobile App,5,Yes,2,8466.0,6300.505931415667,2165.494068584333
O-1148,2024-04-12,C-41,Ravi,Female,Kolkata,Electronics,Bag,2,2626,5,Credit Card,Website,6,No,2,4989.4,4327.6136051857575,661.7863948142422
O-1149,2025-01-15,C-32,Deepa,Female,Mumbai,Books,Earbuds,3,482,10,UPI,Mobile App,6,Yes,3,1301.4,932.4009139473502,368.9990860526499
O-1150,2024-02-18,C-178,Kumar,Female,Chennai,Books,Smartwatch,3,3733,20,Debit Card,Flipkart,2,Yes,3,8959.2,7402.827677450985,1556.3723225490157
O-1151,2024-12-15,C-131,Sneha,Female,Kolkata,Home,Mixer,1,2638,20,Debit Card,Flipkart,7,Yes,3,2110.4,1844.0734754759017,266.32652452409843
O-1152,2024-05-11,C-36,Vikram,Male,Bangalore,Electronics,T-shirt,1,2615,20,Credit Card,Amazon,3,No,3,2092.0,1791.044771895396,300.955228104604
O-1153,2025-08-14,C-297,Arun,Male,Chennai,Electronics,Bag,1,1457,20,Credit Card,Instagram,6,No,5,1165.6000000000001,794.0116405145042,371.58835948549597
O-1154,2025-03-17,C-43,Sneha,Male,Delhi,Sports,Novel,3,3341,0,UPI,Instagram,7,Yes,2,10023.0,7101.097543636393,2921.9024563636067
O-1155,2025-09-18,C-262,Priya,Male,Delhi,Fashion,Monitor,4,575,0,Credit Card,Mobile App,5,No,2,2300.0,1413.952537290229,886.047462709771
O-1156,2025-06-27,C-246,Ravi,Female,Hyderabad,Electronics,Earbuds,3,4225,5,Debit Card,Mobile App,5,No,1,12041.25,10334.685787664655,1706.5642123353446
O-1157,2025-07-12,C-4,Vikram,Female,Bangalore,Electronics,Shoes,4,1449,10,Debit Card,Mobile App,6,No,3,5216.400000000001,4131.334880848337,1085.0651191516636
O-1158,2024-03-12,C-116,Ravi,Female,Mumbai,Fashion,Smartwatch,1,317,20,Credit Card,Mobile App,4,No,5,253.60000000000002,210.73708917299135,42.862910827008676
O-1159,2024-04-22,C-2,Vikram,Male,Delhi,Books,Monitor,2,3763,20,Credit Card,Flipkart,4,No,4,6020.8,4391.119572396789,1629.6804276032108
O-1160,2024-07-10,C-74,Arun,Female,Bangalore,Home,Novel,5,261,20,Net Banking,Website,5,No,1,1044.0,793.8985967223783,250.10140327762167
